polish,english,category,example_pl,example_en,accepted_answers,frequency_rank
steven,steven,misc,Słowo: steven.,Word: steven.,"[""steven""]",1391
papier,paper,misc,Słowo: papier.,The word: paper.,"[""paper""]",1392
planeta,planet,misc,Słowo: planeta.,The word: planet.,"[""planet""]",1393
linie,lines,adverb,Mówię linie po polsku.,I speak the lines in Polish.,"[""lines""]",1394
punkty,points,misc,Słowo: punkty.,Word: points.,"[""points""]",1395
jadą,are going,misc,Słowo: jadą.,The word: they are going.,"[""are going""]",1396
obiecałeś,promised,misc,Słowo: obiecałeś.,Word: you promised.,"[""promised""]",1397
radzisz,advise,misc,Słowo: radzisz.,Word: advise.,"[""advise""]",1398
torby,bags,misc,Słowo: torby.,The word: bags.,"[""bags""]",1399
oba,both,misc,Słowo: oba.,Word: both.,"[""both""]",1400
młodzi,young,misc,Słowo: młodzi.,The word: young.,"[""young""]",1401
właściwe,proper,adjective,To jest bardzo właściwe.,This is very appropriate.,"[""proper""]",1402
nauka,learning,noun,To jest nauka.,This is science.,"[""learning""]",1403
przeraża,scares,misc,Słowo: przeraża.,The word: scares.,"[""scares""]",1404
pocałunek,kiss,noun,To jest pocałunek.,This is a kiss.,"[""kiss""]",1405
formie,form,misc,Słowo: formie.,Word: form.,"[""form""]",1406
riley,riley,misc,Słowo: riley.,Word: riley.,"[""riley""]",1407
brał,took,misc,Słowo: brał.,The word: took.,"[""took""]",1408
spotkał,met,misc,Słowo: spotkał.,The word: met.,"[""met""]",1409
badanie,research,noun,Widzę badanie tutaj.,I see the study here.,"[""research""]",1410
zgaduję,guess,misc,Słowo: zgaduję.,Word: guess.,"[""guess""]",1411
księcia,prince,misc,Słowo: księcia.,The word: prince.,"[""prince""]",1412
nowo,newly,adverb,Mówię nowo po polsku.,I speak newly in Polish.,"[""newly""]",1413
oskarżony,defendant,adjective,To jest bardzo oskarżony.,This is very much charged.,"[""defendant""]",1414
wyobrażam,imagine,misc,Słowo: wyobrażam.,Word: imagine.,"[""imagine""]",1415
pańskim,your,misc,Słowo: pańskim.,Word: the Lord's.,"[""your""]",1416
przynosi,brings,misc,Słowo: przynosi.,Word: brings.,"[""brings""]",1417
umierają,die,misc,Słowo: umierają.,The word: die.,"[""die""]",1418
ilości,quantities,misc,Słowo: ilości.,Word: quantities.,"[""quantities""]",1419
międzyczasie,meanwhile,misc,Słowo: międzyczasie.,Word: in the meantime.,"[""meanwhile""]",1420
prawdziwej,real,misc,Słowo: prawdziwej.,Word: real.,"[""real""]",1421
stoję,I stand,misc,Słowo: stoję.,Word: standing.,"[""i stand""]",1422
dług,debt,misc,Słowo: dług.,The word: debt.,"[""debt""]",1423
silne,strong,adjective,To jest bardzo silne.,This is very strong.,"[""strong""]",1424
white,white,misc,Słowo: white.,Word: white.,"[""white""]",1425
świetnym,great,misc,Słowo: świetnym.,Word: great.,"[""great""]",1426
zdrowy,healthy,adjective,To jest bardzo zdrowy.,It is very healthy.,"[""healthy""]",1427
odchodź,go away,misc,Słowo: odchodź.,Word: go away.,"[""go away""]",1428
matthew,matthew,misc,Słowo: matthew.,Word: matthew.,"[""matthew""]",1429
przekonany,convinced,adjective,To jest bardzo przekonany.,It is very convinced.,"[""convinced""]",1430
piłka,ball,noun,Widzę piłka tutaj.,I see the ball here.,"[""ball""]",1431
g,g,misc,Słowo: g.,Word: g.,"[""g""]",1432
cięcie,cut,noun,Widzę cięcie tutaj.,I see a cut here.,"[""cut""]",1433
parą,steam,misc,Słowo: parą.,The word: steam.,"[""steam""]",1434
wstań,stand up,misc,Słowo: wstań.,Word: stand up.,"[""stand up""]",1435
prędkość,speed,noun,To jest prędkość.,That's speed.,"[""speed""]",1436
zrobiłbym,I would do,misc,Słowo: zrobiłbym.,Word: would do.,"[""i would do""]",1437
zdecydować,decide,verb,Muszę zdecydować dzisiaj.,I have to decide today.,"[""decide""]",1438
wyścig,race,misc,Słowo: wyścig.,The word: race.,"[""race""]",1439
sex,sex,misc,Słowo: sex.,Word: sex.,"[""sex""]",1440
aparat,camera,misc,Słowo: aparat.,The word: camera.,"[""camera""]",1441
powstrzyma,will stop,misc,Słowo: powstrzyma.,The word: will stop.,"[""will stop""]",1442
zwolniony,released,adjective,To jest bardzo zwolniony.,It's very laid-back.,"[""released""]",1443
złamać,crack,verb,Muszę złamać dzisiaj.,I have to break today.,"[""crack""]",1444
odwrócić,turn,verb,Lubię odwrócić.,I like to turn things around.,"[""turn""]",1445
królowej,queen,misc,Słowo: królowej.,Word: queen.,"[""queen""]",1446
dodatkowe,additional,adjective,To jest bardzo dodatkowe.,This is very additional.,"[""additional""]",1447
lubił,liked,misc,Słowo: lubił.,Word: liked.,"[""liked""]",1448
popełnił,committed,misc,Słowo: popełnił.,Word: committed.,"[""committed""]",1449
mulder,mulder,misc,Słowo: mulder.,Word: mogul.,"[""mulder""]",1450
rynku,market,misc,Słowo: rynku.,Word: market.,"[""market""]",1451
moj,my,misc,Słowo: moj.,Word: moj.,"[""my""]",1452
bije,beats,misc,Słowo: bije.,The word: beats.,"[""beats""]",1453
patrzył,watched,misc,Słowo: patrzył.,The word: looked.,"[""watched""]",1454
ramiona,arms,adjective,To jest bardzo ramiona.,It is very much an arm.,"[""arms""]",1455
zwykłe,ordinary,misc,Słowo: zwykłe.,Word: ordinary.,"[""ordinary""]",1456
lekcji,lessons,misc,Słowo: lekcji.,Word: lessons.,"[""lessons""]",1457
ciociu,Auntie,misc,Słowo: ciociu.,Word: auntie.,"[""auntie""]",1458
informację,information,misc,Słowo: informację.,Word: information.,"[""information""]",1459
zaszło,gone,misc,Słowo: zaszło.,The word: went down.,"[""gone""]",1460
ostrzeżenie,warning,noun,Widzę ostrzeżenie tutaj.,I see the warning here.,"[""warning""]",1461
zależało,depended,misc,Słowo: zależało.,The word: depended.,"[""depended""]",1462
sorry,sorry,misc,Słowo: sorry.,Word: sorry.,"[""sorry""]",1463
twierdzisz,you say,misc,Słowo: twierdzisz.,Word: claim.,"[""you say""]",1464
ameryka,america,noun,Widzę ameryka tutaj.,I see the americium here.,"[""america""]",1465
pij,drink,misc,Słowo: pij.,Word: drink.,"[""drink""]",1466
radości,joys,misc,Słowo: radości.,The word: joys.,"[""joys""]",1467
stu,hundred,misc,Słowo: stu.,Word: hundred.,"[""hundred""]",1468
postaraj,try,misc,Słowo: postaraj.,Word: try.,"[""try""]",1469
ellen,ellen,misc,Słowo: ellen.,Word: ellen.,"[""ellen""]",1470
niedorzeczne,ridiculous,adjective,To jest bardzo niedorzeczne.,This is very ridiculous.,"[""ridiculous""]",1471
dylan,dylan,misc,Słowo: dylan.,Word: dylan.,"[""dylan""]",1472
dusze,souls,misc,Słowo: dusze.,The word: souls.,"[""souls""]",1473
wzajemnie,mutually,adverb,Mówię wzajemnie po polsku.,I mutually speak Polish.,"[""mutually""]",1474
old,old,misc,Słowo: old.,Word: old.,"[""old""]",1475
zabójcą,killer,misc,Słowo: zabójcą.,The word: killer.,"[""killer""]",1476
nazwę,name,misc,Słowo: nazwę.,Word: name.,"[""name""]",1477
pasują,fit,misc,Słowo: pasują.,The word: fit.,"[""fit""]",1478
quinn,quinn,misc,Słowo: quinn.,Word: quinn.,"[""quinn""]",1479
ethan,ethan,misc,Słowo: ethan.,Word: ethan.,"[""ethan""]",1480
energię,energy,misc,Słowo: energię.,The word: energy.,"[""energy""]",1481
oczekuje,awaits,misc,Słowo: oczekuje.,Word: awaits.,"[""awaits""]",1482
pocałuj,kiss,misc,Słowo: pocałuj.,Word: kiss.,"[""kiss""]",1483
potrzebujecie,need,noun,To jest potrzebujecie.,This is a need.,"[""need""]",1484
pilot,pilot,misc,Słowo: pilot.,Word: pilot.,"[""pilot""]",1485
poważnego,serious,misc,Słowo: poważnego.,Word: serious.,"[""serious""]",1486
tatusia,daddy,misc,Słowo: tatusia.,Word: daddy.,"[""daddy""]",1487
chorobę,disease,misc,Słowo: chorobę.,The word: disease.,"[""disease""]",1488
tańca,dance,misc,Słowo: tańca.,The word: dance.,"[""dance""]",1489
szczyt,peak,misc,Słowo: szczyt.,Word: summit.,"[""peak""]",1490
adrian,adrian,misc,Słowo: adrian.,Word: adrian.,"[""adrian""]",1491
marshall,marshall,misc,Słowo: marshall.,Word: marshall.,"[""marshall""]",1492
twe,twe,adjective,To jest bardzo twe.,This is very twee.,"[""twe""]",1493
stali,steels,misc,Słowo: stali.,Word: steels.,"[""steels""]",1494
uprawiać,crop,verb,Muszę uprawiać dzisiaj.,I have to cultivate today.,"[""crop""]",1495
skóra,skin,misc,Słowo: skóra.,The word: leather.,"[""skin""]",1496
słyszeliśmy,heard,misc,Słowo: słyszeliśmy.,Word: we heard.,"[""heard""]",1497
chore,sick,misc,Słowo: chore.,Word: sick.,"[""sick""]",1498
przyznał,admitted,misc,Słowo: przyznał.,Word: he admitted.,"[""admitted""]",1499
planem,plan,misc,Słowo: planem.,Word: plan.,"[""plan""]",1500
świeże,fresh,misc,Słowo: świeże.,Word: fresh.,"[""fresh""]",1501
wspaniałym,wonderful,misc,Słowo: wspaniałym.,Word: wonderful.,"[""wonderful""]",1502
wybiera,selects,misc,Słowo: wybiera.,Word: chooses.,"[""selects""]",1503
brzuch,belly,misc,Słowo: brzuch.,Word: belly.,"[""belly""]",1504
skończone,finished,adjective,To jest bardzo skończone.,It is very finite.,"[""finished""]",1505
buffy,buffy,misc,Słowo: buffy.,The word: buffy.,"[""buffy""]",1506
trzymają,hold,misc,Słowo: trzymają.,The word: hold.,"[""hold""]",1507
różnicy,difference,misc,Słowo: różnicy.,Word: difference.,"[""difference""]",1508
częściej,more often,misc,Słowo: częściej.,Word: more often.,"[""more often""]",1509
wyspy,islands,misc,Słowo: wyspy.,Word: islands.,"[""islands""]",1510
dziekuje,Thank you,misc,Słowo: dziekuje.,Word: thank you.,"[""thank you""]",1511
humoru,humor,misc,Słowo: humoru.,The word: humor.,"[""humor""]",1512
wyjeżdżam,I'm leaving,misc,Słowo: wyjeżdżam.,The word: I'm leaving.,"[""i'm leaving""]",1513
chciałaby,would like,misc,Słowo: chciałaby.,Word: would like.,"[""would like""]",1514
udziału,participation,misc,Słowo: udziału.,Word: participation.,"[""participation""]",1515
delikatnie,gently,adverb,Mówię delikatnie po polsku.,I speak softly in Polish.,"[""gently""]",1516
białym,white,misc,Słowo: białym.,Word: white.,"[""white""]",1517
włączyć,turn on,verb,Lubię włączyć.,I like to include.,"[""turn on""]",1518
zapłaci,will pay,misc,Słowo: zapłaci.,The word: will pay.,"[""will pay""]",1519
potwierdzić,confirm,verb,Lubię potwierdzić.,I like to confirm.,"[""confirm""]",1520
poczekam,I'll wait,misc,Słowo: poczekam.,Word: I'll wait.,"[""i'll wait""]",1521
lord,lord,misc,Słowo: lord.,Word: lord.,"[""lord""]",1522
lane,lane,adjective,To jest bardzo lane.,This is very pouring.,"[""lane""]",1523
ciężarówki,trucks,misc,Słowo: ciężarówki.,The word: trucks.,"[""trucks""]",1524
get,get,misc,Słowo: get.,The word: get.,"[""get""]",1525
przyszły,forthcoming,misc,Słowo: przyszły.,Word: future.,"[""forthcoming""]",1526
wróg,enemy,misc,Słowo: wróg.,The word: enemy.,"[""enemy""]",1527
zaufania,trust,noun,To jest zaufania.,It is a trust.,"[""trust""]",1528
mickey,mickey,misc,Słowo: mickey.,Word: mickey.,"[""mickey""]",1529
stałem,stood,misc,Słowo: stałem.,Word: stood.,"[""stood""]",1530
zielone,green,adjective,To jest bardzo zielone.,It is very green.,"[""green""]",1531
trwało,lasted,misc,Słowo: trwało.,The word: lasted.,"[""lasted""]",1532
powtarzać,repeat,verb,Lubię powtarzać.,I like to repeat.,"[""repeat""]",1533
zgody,consents,misc,Słowo: zgody.,Word: consents.,"[""consents""]",1534
prezydentem,president,misc,Słowo: prezydentem.,Word: president.,"[""president""]",1535
zaczynać,start,verb,Muszę zaczynać dzisiaj.,I have to start today.,"[""start""]",1536
siedmiu,seven,misc,Słowo: siedmiu.,Word: seven.,"[""seven""]",1537
miller,miller,misc,Słowo: miller.,Word: miller.,"[""miller""]",1538
psem,dog,misc,Słowo: psem.,Word: dog.,"[""dog""]",1539
zaczęły,started,misc,Słowo: zaczęły.,Word: they started.,"[""started""]",1540
poczułem,felt,misc,Słowo: poczułem.,Word: felt.,"[""felt""]",1541
wierzą,believe,misc,Słowo: wierzą.,The word: believe.,"[""believe""]",1542
tymczasem,meanwhile,misc,Słowo: tymczasem.,Word: meanwhile.,"[""meanwhile""]",1543
podejrzanych,suspicious,misc,Słowo: podejrzanych.,The word: suspects.,"[""suspicious""]",1544
zębów,teeth,misc,Słowo: zębów.,Word: teeth.,"[""teeth""]",1545
zawiera,includes,misc,Słowo: zawiera.,Word: includes.,"[""includes""]",1546
pilnować,keep an eye on,verb,Lubię pilnować.,I like to keep an eye on things.,"[""keep an eye on""]",1547
emocje,emotions,misc,Słowo: emocje.,The word: emotion.,"[""emotions""]",1548
mądra,smart,misc,Słowo: mądra.,Word: smart.,"[""smart""]",1549
jersey,jersey,misc,Słowo: jersey.,Word: jersey.,"[""jersey""]",1550
głębi,depths,misc,Słowo: głębi.,Word: depth.,"[""depths""]",1551
pułapka,trap,noun,To jest pułapka.,This is a trap.,"[""trap""]",1552
dbam,I care,misc,Słowo: dbam.,Word: care.,"[""i care""]",1553
diabeł,devil,misc,Słowo: diabeł.,Word: devil.,"[""devil""]",1554
czegokolwiek,anything,noun,Widzę czegokolwiek tutaj.,I see anything here.,"[""anything""]",1555
piper,piper,misc,Słowo: piper.,Word: piper.,"[""piper""]",1556
bywa,tends to be,adjective,To jest bardzo bywa.,It is very much a bystander.,"[""tends to be""]",1557
sprzedaży,sales,misc,Słowo: sprzedaży.,Word: sales.,"[""sales""]",1558
sammy,sammy,misc,Słowo: sammy.,Word: sammy.,"[""sammy""]",1559
kupiłam,bought,misc,Słowo: kupiłam.,Word: bought.,"[""bought""]",1560
tył,rear,misc,Słowo: tył.,Word: rear.,"[""rear""]",1561
anne,anne,adjective,To jest bardzo anne.,This is very anne.,"[""anne""]",1562
pozostałe,other,misc,Słowo: pozostałe.,Word: other.,"[""other""]",1563
mario,mario,misc,Słowo: mario.,Word: mario.,"[""mario""]",1564
zakończenie,termination,noun,Widzę zakończenie tutaj.,I see the ending here.,"[""termination""]",1565
próbowali,they tried,misc,Słowo: próbowali.,Word: they tried.,"[""they tried""]",1566
wróciłaś,you're back,misc,Słowo: wróciłaś.,Word: you're back.,"[""you're back""]",1567
wybuch,blast,misc,Słowo: wybuch.,The word: explosion.,"[""blast""]",1568
zgodę,consent,misc,Słowo: zgodę.,Word: consent.,"[""consent""]",1569
bitwy,battles,adjective,To jest bardzo bitwy.,It is very much a battle.,"[""battles""]",1570
otwarcie,opening,noun,To jest otwarcie.,This is the opening.,"[""opening""]",1571
kochałam,I loved,misc,Słowo: kochałam.,Word: loved.,"[""i loved""]",1572
wzdłuż,along,misc,Słowo: wzdłuż.,Word: along.,"[""along""]",1573
dotykać,feel,verb,Lubię dotykać.,I like to touch.,"[""feel""]",1574
będe,bêde,misc,Słowo: będe.,Word: will.,"[""bêde""]",1575
honor,honor,misc,Słowo: honor.,The word: honor.,"[""honor""]",1576
konta,accounts,misc,Słowo: konta.,Word: accounts.,"[""accounts""]",1577
robiłaś,you did,misc,Słowo: robiłaś.,Word: you did.,"[""you did""]",1578
zranić,hurt,verb,Lubię zranić.,I like to hurt.,"[""hurt""]",1579
ashley,ashley,misc,Słowo: ashley.,Word: ashley.,"[""ashley""]",1580
kontakcie,contact,noun,To jest kontakcie.,This is a contact.,"[""contact""]",1581
biorą,take,misc,Słowo: biorą.,Word: they take.,"[""take""]",1582
sceny,scenes,adjective,To jest bardzo sceny.,This is very much a scene.,"[""scenes""]",1583
idealna,ideal,adjective,To jest bardzo idealna.,This is very ideal.,"[""ideal""]",1584
black,black,misc,Słowo: black.,Word: black.,"[""black""]",1585
dałaś,you gave,misc,Słowo: dałaś.,Word: you gave.,"[""you gave""]",1586
burza,storm,misc,Słowo: burza.,The word: storm.,"[""storm""]",1587
próbowaliśmy,we tried,misc,Słowo: próbowaliśmy.,Word: we tried.,"[""we tried""]",1588
wartość,value,noun,Widzę wartość tutaj.,I see the value here.,"[""value""]",1589
motyw,theme,misc,Słowo: motyw.,Word: motive.,"[""theme""]",1590
obserwować,observe,verb,Lubię obserwować.,I like to observe.,"[""observe""]",1591
ser,cheese,misc,Słowo: ser.,Word: cheese.,"[""cheese""]",1592
nadaje,broadcasts,misc,Słowo: nadaje.,Word: broadcast.,"[""broadcasts""]",1593
smutna,sad,adjective,To jest bardzo smutna.,This is very sad.,"[""sad""]",1594
przestrzeń,space,misc,Słowo: przestrzeń.,The word: space.,"[""space""]",1595
spałem,slept,misc,Słowo: spałem.,Word: slept.,"[""slept""]",1596
odpowiednie,relevant,adverb,Mówię odpowiednie po polsku.,I speak adequate Polish.,"[""relevant""]",1597
wracajmy,let's go back,misc,Słowo: wracajmy.,Word: let's go back.,"[""let's go back""]",1598
moce,powers,misc,Słowo: moce.,Word: powers.,"[""powers""]",1599
poznaj,explore,misc,Słowo: poznaj.,Word: get to know.,"[""explore""]",1600
należą,belong,misc,Słowo: należą.,Word: they belong.,"[""belong""]",1601
model,model,misc,Słowo: model.,Word: model.,"[""model""]",1602
przyniesie,will bring,misc,Słowo: przyniesie.,Word: bring.,"[""will bring""]",1603
złapał,caught,misc,Słowo: złapał.,The word: caught.,"[""caught""]",1604
holly,holly,misc,Słowo: holly.,Word: holly.,"[""holly""]",1605
łzy,tears,misc,Słowo: łzy.,The word: tears.,"[""tears""]",1606
hałas,noise,misc,Słowo: hałas.,The word: noise.,"[""noise""]",1607
brad,brad,misc,Słowo: brad.,Word: brad.,"[""brad""]",1608
mieszkańców,residents,misc,Słowo: mieszkańców.,Word: residents.,"[""residents""]",1609
traktować,treat,verb,Lubię traktować.,I like to treat.,"[""treat""]",1610
hill,hill,misc,Słowo: hill.,Word: hill.,"[""hill""]",1611
powtórzy,repeat,misc,Słowo: powtórzy.,Word: repeat.,"[""repeat""]",1612
miles,miles,misc,Słowo: miles.,Word: miles.,"[""miles""]",1613
klatce,cage,misc,Słowo: klatce.,Word: cage.,"[""cage""]",1614
brachu,bracha,misc,Słowo: brachu.,Word: brash.,"[""bracha""]",1615
dick,dick,misc,Słowo: dick.,Word: dick.,"[""dick""]",1616
piję,I drink,misc,Słowo: piję.,The word: I drink.,"[""i drink""]",1617
zaprosił,invited,misc,Słowo: zaprosił.,The word: invited.,"[""invited""]",1618
jacy,yaks,misc,Słowo: jacy.,Word: yaks.,"[""yaks""]",1619
rozpocząć,commence,verb,Lubię rozpocząć.,I like to start.,"[""commence""]",1620
earl,earl,misc,Słowo: earl.,Word: earl.,"[""earl""]",1621
aucie,car,noun,To jest aucie.,It's an aucie.,"[""car""]",1622
wirusa,virus,misc,Słowo: wirusa.,The word: virus.,"[""virus""]",1623
byłabym,I would be,misc,Słowo: byłabym.,Word: would be.,"[""i would be""]",1624
odwagę,courage,misc,Słowo: odwagę.,The word: courage.,"[""courage""]",1625
zabierzemy,take,misc,Słowo: zabierzemy.,Word: we will take.,"[""take""]",1626
pijesz,drink,misc,Słowo: pijesz.,Word: drink.,"[""drink""]",1627
trener,trainer,misc,Słowo: trener.,Word: trainer.,"[""trainer""]",1628
pogodzić,reconcile,verb,Muszę pogodzić dzisiaj.,I have to reconcile today.,"[""reconcile""]",1629
normalny,normal,adjective,To jest bardzo normalny.,This is very normal.,"[""normal""]",1630
traci,loses,misc,Słowo: traci.,The word: loses.,"[""loses""]",1631
kule,bullets,misc,Słowo: kule.,The word: bullets.,"[""bullets""]",1632
just,just,misc,Słowo: just.,Word: just.,"[""just""]",1633
posiłek,meal,noun,To jest posiłek.,This is a meal.,"[""meal""]",1634
udawaj,pretend,misc,Słowo: udawaj.,Word: pretend.,"[""pretend""]",1635
większego,greater,misc,Słowo: większego.,Word: larger.,"[""greater""]",1636
zgodzić,agree,verb,Muszę zgodzić dzisiaj.,I have to agree today.,"[""agree""]",1637
zarzuty,allegations,misc,Słowo: zarzuty.,Word: allegations.,"[""allegations""]",1638
przeciwnym,opposite,misc,Słowo: przeciwnym.,Word: opposite.,"[""opposite""]",1639
załoga,crew,misc,Słowo: załoga.,The word: crew.,"[""crew""]",1640
niemcy,Germany,misc,Słowo: niemcy.,Word: germany.,"[""germany""]",1641
pierwszych,first,misc,Słowo: pierwszych.,Word: firsts.,"[""first""]",1642
współpracować,collaborate,verb,Muszę współpracować dzisiaj.,I need to cooperate today.,"[""collaborate""]",1643
zmieniłeś,you have changed,misc,Słowo: zmieniłeś.,Word: changed.,"[""you have changed""]",1644
kasa,checkout,misc,Słowo: kasa.,The word: cash.,"[""checkout""]",1645
potrzebowałem,needed,misc,Słowo: potrzebowałem.,Word: needed.,"[""needed""]",1646
leć,fly,verb,Lubię leć.,I like to fly.,"[""fly""]",1647
miałbyś,you would have,misc,Słowo: miałbyś.,Word: you would have.,"[""you would have""]",1648
trenerze,coach,adverb,Mówię trenerze po polsku.,I speak coach in Polish.,"[""coach""]",1649
stworzenia,creatures,noun,Widzę stworzenia tutaj.,I see the creatures here.,"[""creatures""]",1650
doprowadzić,lead,verb,Muszę doprowadzić dzisiaj.,I have to lead today.,"[""lead""]",1651
zgubiłem,lost,misc,Słowo: zgubiłem.,Word: lost.,"[""lost""]",1652
dwójka,two,noun,To jest dwójka.,This is a twofer.,"[""two""]",1653
siê,get,misc,Słowo: siê.,The word: self.,"[""get""]",1654
imieniem,naming,misc,Słowo: imieniem.,Word: name.,"[""naming""]",1655
spotykamy,meet,misc,Słowo: spotykamy.,The word: meet.,"[""meet""]",1656
zrozumie,will understand,misc,Słowo: zrozumie.,The word: will understand.,"[""will understand""]",1657
całość,whole,noun,To jest całość.,This is the whole thing.,"[""whole""]",1658
postaci,forms,misc,Słowo: postaci.,Word: characters.,"[""forms""]",1659
urazy,injuries,misc,Słowo: urazy.,The word: injuries.,"[""injuries""]",1660
dostajesz,get,misc,Słowo: dostajesz.,Word: you get it.,"[""get""]",1661
samotnie,alone,adverb,Mówię samotnie po polsku.,I speak alone in Polish.,"[""alone""]",1662
martwego,dead,misc,Słowo: martwego.,Word: dead.,"[""dead""]",1663
zwykła,ordinary,misc,Słowo: zwykła.,Word: ordinary.,"[""ordinary""]",1664
gordon,gordon,misc,Słowo: gordon.,Word: gordon.,"[""gordon""]",1665
jen,yen,misc,Słowo: jen.,Word: yen.,"[""yen""]",1666
przyjaźni,friends,misc,Słowo: przyjaźni.,The word: friendship.,"[""friends""]",1667
linda,linda,misc,Słowo: linda.,Word: linda.,"[""linda""]",1668
powrocie,return,noun,To jest powrocie.,This is a comeback.,"[""return""]",1669
penny,penny,adjective,To jest bardzo penny.,It is very penny.,"[""penny""]",1670
dowiedzą,find out,misc,Słowo: dowiedzą.,Word: they will prove it.,"[""find out""]",1671
zrobic,make,misc,Słowo: zrobic.,Word: make.,"[""make""]",1672
posterunek,post,noun,To jest posterunek.,This is the post.,"[""post""]",1673
opiekę,care,misc,Słowo: opiekę.,Word: care.,"[""care""]",1674
nauczyciel,teacher,misc,Słowo: nauczyciel.,Word: teacher.,"[""teacher""]",1675
następnej,next,misc,Słowo: następnej.,Word: next.,"[""next""]",1676
wypuścić,launch,verb,Muszę wypuścić dzisiaj.,I have to release today.,"[""launch""]",1677
miastem,city,misc,Słowo: miastem.,Word: city.,"[""city""]",1678
tamtą,that,misc,Słowo: tamtą.,Word: that one.,"[""that""]",1679
prokuratora,prosecutor,misc,Słowo: prokuratora.,Word: prosecutor.,"[""prosecutor""]",1680
mogliby,they could,misc,Słowo: mogliby.,Word: they could.,"[""they could""]",1681
widocznie,apparently,adverb,Mówię widocznie po polsku.,I am apparently speaking Polish.,"[""apparently""]",1682
obozie,camp,misc,Słowo: obozie.,Word: camp.,"[""camp""]",1683
fanem,fan,misc,Słowo: fanem.,Word: fan.,"[""fan""]",1684
plecach,back,misc,Słowo: plecach.,Word: back.,"[""back""]",1685
szczera,sincere,misc,Słowo: szczera.,The word: sincere.,"[""sincere""]",1686
pomogła,helped,misc,Słowo: pomogła.,Word: it helped.,"[""helped""]",1687
pozostali,others,misc,Słowo: pozostali.,Word: the others.,"[""others""]",1688
zwariowałeś,you're crazy,misc,Słowo: zwariowałeś.,Word: you're crazy.,"[""you're crazy""]",1689
odejdę,I will leave,misc,Słowo: odejdę.,Word: I will leave.,"[""i will leave""]",1690
trafi,hit,misc,Słowo: trafi.,The word: hit.,"[""hit""]",1691
zaklęcie,spell,noun,To jest zaklęcie.,That's the spell.,"[""spell""]",1692
rzeczami,stuff,misc,Słowo: rzeczami.,Word: stuff.,"[""stuff""]",1693
używają,use,misc,Słowo: używają.,Word: use.,"[""use""]",1694
wyobrażasz,image,misc,Słowo: wyobrażasz.,Word: imagine.,"[""image""]",1695
dobro,goodness,misc,Słowo: dobro.,The word: good.,"[""goodness""]",1696
zadowolona,pleased,adjective,To jest bardzo zadowolona.,It is very satisfied.,"[""pleased""]",1697
statki,ships,misc,Słowo: statki.,Word: ships.,"[""ships""]",1698
dziwki,whores,misc,Słowo: dziwki.,The word: whores.,"[""whores""]",1699
ciocia,aunt,misc,Słowo: ciocia.,Word: aunt.,"[""aunt""]",1700
każę,make,misc,Słowo: każę.,The word: preach.,"[""make""]",1701
wybaczy,pardon,misc,Słowo: wybaczy.,The word: forgives.,"[""pardon""]",1702
ochronić,preserve,verb,Lubię ochronić.,I like to protect.,"[""preserve""]",1703
policjantem,policeman,misc,Słowo: policjantem.,Word: policeman.,"[""policeman""]",1704
dzwonisz,you call,misc,Słowo: dzwonisz.,Word: you call.,"[""you call""]",1705
cudowna,wonderful,adjective,To jest bardzo cudowna.,This is a very wonderful one.,"[""wonderful""]",1706
zbierać,harvest,verb,Muszę zbierać dzisiaj.,I have to collect today.,"[""harvest""]",1707
jennifer,jennifer,misc,Słowo: jennifer.,Word: jennifer.,"[""jennifer""]",1708
źli,bad,misc,Słowo: źli.,The word: bad.,"[""bad""]",1709
wezwanie,call,noun,To jest wezwanie.,This is the call.,"[""call""]",1710
martwe,dead,adjective,To jest bardzo martwe.,It is very dead.,"[""dead""]",1711
stracę,I'll lose,misc,Słowo: stracę.,The word: I will lose.,"[""i'll lose""]",1712
odsunąć,move  away,verb,Lubię odsunąć.,I like to push back.,"[""move  away""]",1713
organizacji,organizations,misc,Słowo: organizacji.,Word: organization.,"[""organizations""]",1714
bogowie,gods,adverb,Mówię bogowie po polsku.,I say gods in Polish.,"[""gods""]",1715
davis,davis,misc,Słowo: davis.,Word: davis.,"[""davis""]",1716
śnieg,snow,misc,Słowo: śnieg.,The word: snow.,"[""snow""]",1717
trop,track,misc,Słowo: trop.,Word: trail.,"[""track""]",1718
bałam,I was afraid,misc,Słowo: bałam.,Word: I was afraid.,"[""i was afraid""]",1719
oświadczenie,statement,noun,To jest oświadczenie.,This is a statement.,"[""statement""]",1720
leków,drugs,misc,Słowo: leków.,Word: drugs.,"[""drugs""]",1721
connor,connor,misc,Słowo: connor.,Word: connor.,"[""connor""]",1722
oliver,oliver,misc,Słowo: oliver.,Word: oliver.,"[""oliver""]",1723
zastrzelił,shot,misc,Słowo: zastrzelił.,The word: shot.,"[""shot""]",1724
jebany,fucked,adjective,To jest bardzo jebany.,It is very gutsy.,"[""fucked""]",1725
zbudować,build,verb,Lubię zbudować.,I like to build.,"[""build""]",1726
spokojny,calm,adjective,To jest bardzo spokojny.,It is very peaceful.,"[""calm""]",1727
usług,services,misc,Słowo: usług.,Word: services.,"[""services""]",1728
poradzimy,advise,misc,Słowo: poradzimy.,Word: we will advise.,"[""advise""]",1729
porządek,order,noun,Widzę porządek tutaj.,I see order here.,"[""order""]",1730
lotnisku,airport,misc,Słowo: lotnisku.,Word: airport.,"[""airport""]",1731
